"","id","u_teamid","dv_type","iv_type","software","indepv","mator","dichotomize","twowayfe","cluster_any","Jobs","Unemp","IncDiff","OldAge","House","Health","Scale","w1985","w1990","w1996","w2006","w2016","p","AME_Z","lower_Z","upper_Z","eeurope","allavailable","mlm_any","Hresult","orig13","BELIEF_HYPOTHESIS","PRO_IMMIGRANT","TOPIC_KNOWLEDGE","STATISTICS_SKILL","MODEL_SCORE","main_IV_measurement","emplrate_ivC","socx_ivC","unemprate_ivC","gdp_ivC","degree","SURVEY_WAVES","COUNTRIES","est","lb","ub","belief_ipred","pro_immigrant","topic_ipred","stats_ipred","total_score","count","sig_group","est_sig","est_ns","sig_group2","est_ns_scl","est_sig_scl","ci","ub_order","count2","est2","belief_ipredm","pro_immigrantm","topic_ipredm","stats_ipredm","total_scorem","belief_roll","pro_roll","topic_roll","stats_roll","total_roll","belief_roll2","pro_roll2","topic_roll2","stats_roll2","total_roll2","DV_Jobs","DV_Unemp","DV_IncDiff","DV_OldAge","DV_House","DV_Health","DV_Scale","Test_Stock","Test_Flow","Test_ChangeFlow","M_Gross","M_Net","W_Other","W_96_06","W_96_06_16","W_06_16","C_13","C_Other","C_All","C_CEE","IV_Emp","IV_GDP","IV_Socx","IV_None","Est_ols","Est_logit","Est_mlglm","Est_ologit","Est_bayes"
"644","t5m30",5,"Unemp","Flow","Stata","Soc_Spending","logit","dichotomous","No","No",NA,"Unemp",NA,NA,NA,NA,NA,"Other","Other","Other","Other","w2016",0.04906,0.000324062699360045,1.75169026681105e-06,0.000646373708453279,"eeurope","allavailable","mlm_any","No test","Other","Mid","Mid","Mid","Mid","High","Refugee",NA,"socx_ivC","unemprate_ivC",NA,4,"Other","All Available (~26)",0.000324,2e-06,0.000646,-0.297076079759179,3.66666666666667,-0.132229516675183,-0.136176117213491,0.551564792,718,"3",0.000324,NA,"3",NA,0.00648,2e-06,3,1051,0.000324,-0.557436023067774,-0.701827215555697,-0.313448372619759,-0.246103949558488,0.914372961065942,-0.178192995598951,-0.354307023681939,-0.0381723803282059,0.223833312235785,0.449814608545386,-0.119774854844157,-0.398358878989881,-0.176457485983351,-0.168558686212441,-0.38794873035281,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0
"1091","t93m8",93,"Scale","Stock","Mplus","GDP_Per_Capita","ml_glm","continuous","Yes","No",NA,NA,NA,"OldAge",NA,"Health","Scale","Other","Other","w1996","w2006","w2016",0.0455,0.00144,5e-05,0.00288,"eeurope","Other",NA,"Reject","Other","Mid","Mid","Mid","Low","Mid","Immigrant, foreign-born",NA,NA,NA,"gdp_ivC",1,"1996, 2006 & 2016","Includes Eastern/CE Europe",0.00144,5e-05,0.00288,-0.1356830947801,3.66666666666667,-0.116036690692199,-0.40937209516019,0.453728606666667,783,"3",0.00144,NA,"3",NA,0.0288,5e-05,3,1052,0.00144,-0.186727750946359,-0.701827215555697,-0.261606920622396,-0.894092161963552,0.0584943737288484,-0.387074790543837,0.179209890603127,0.371612138581164,0.389241812522979,-0.0846131051196909,-0.095032636823625,-0.447305384887594,-0.200193120000438,-0.187856527269452,-0.325089000821321,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0
"184","t23m47",23,"House","Flow","Stata","None","logit","dichotomous","Yes","Yes",NA,NA,NA,NA,"House",NA,NA,"Other","Other","w1996","w2006","Other",0.04837,0.0133478798331002,9.6342964674608e-05,0.0265994167015259,"Other","Other",NA,"Reject","orig13","Mid","Mid","Mid","Mid","Low","Net Migration",NA,NA,NA,NA,3,"1996 & 2006","13 Rich Democracies Only",0.013348,9.6e-05,0.026599,0.237464665826323,3.5,-0.170054147572553,-0.291917329561945,0.348084761666667,1122,"3",0.013348,NA,"3",NA,0.26696,9.6e-05,3,1053,0.013348,0.670366264622619,-0.848666733248838,-0.434544207839908,-0.615503493965988,-0.865686229913852,0.286831476681501,-0.187888903629718,-0.0827290960246759,-0.120782526063896,-0.000782703388298105,-0.0200644859454904,-0.515830493144391,-0.165715023127141,-0.175933288260759,-0.325583323122758,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
"176","t23m4",23,"OldAge","Stock","Stata","None","logit","dichotomous","Yes","Yes",NA,NA,NA,"OldAge",NA,NA,NA,"Other","Other","w1996","w2006","Other",0.04448,0.0042,1e-04,0.00831,"Other","Other",NA,"Reject","orig13","Mid","Mid","Mid","Mid","Low","Immigrant, foreign-born",NA,NA,NA,NA,3,"1996 & 2006","13 Rich Democracies Only",0.0042,1e-04,0.00831,0.237464665826323,3.5,-0.170054147572553,-0.291917329561945,0.348084761666667,917,"3",0.0042,NA,"3",NA,0.084,1e-04,3,1054,0.0042,0.670366264622619,-0.848666733248838,-0.434544207839908,-0.615503493965988,-0.865686229913852,-0.218520275973308,-0.241730060117202,-0.3384024285064,-0.307267931775759,-0.141506505924402,-0.0485814622120149,-0.515830493144391,-0.181774186728504,-0.195910851449344,-0.386828187088846,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
"1143","t96m37",96,"Jobs","Flow","Stata","Emp_Rate","logit","dichotomous","Yes","No","Jobs",NA,NA,NA,NA,NA,NA,"Other","Other","w1996","w2006","w2016",0.04292,0.00406041803846802,0.000129625079744018,0.00799121099719203,"Other","Other",NA,"Reject","orig13","Low","High","Low","Mid","Low","Net Migration","emplrate_ivC",NA,NA,NA,4,"1996, 2006 & 2016","13 Rich Democracies Only",0.00406,0.00013,0.007991,-1.13508799270782,6,-0.253722245526001,0.102538885683808,0.333822331666667,916,"3",0.00406,NA,"3",NA,0.0812,0.00013,3,1055,0.00406,-2.4822901194625,1.35392603214823,-0.702408241475687,0.320099510552004,-0.990455081017405,-0.182596630618763,-0.329833770733084,-0.367275432605765,-0.315973735479203,-0.158172058295308,-0.0645012575716622,-0.506041191964849,-0.193388269820894,-0.215026085279188,-0.484688546863344,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
"883","t69m11",69,"House","Flow","R","None","logit","dichotomous","No","No",NA,NA,NA,NA,"House",NA,NA,"Other","Other","w1996","w2006","w2016",0.03781,0.00241207749739882,0.000134880150544451,0.00468927484425319,"Other","Other",NA,"Reject","orig13","Mid","Mid","High","Mid","Low","Net Migration",NA,NA,NA,NA,3,"1996, 2006 & 2016","13 Rich Democracies Only",0.002412,0.000135,0.004689,-0.132702050215664,3.66666666666667,0.0605255463707738,0.0335540770540659,0.325770172,837,"3",0.002412,NA,"3",NA,0.04824,0.000135,3,1056,0.002412,-0.179880502413579,-0.701827215555697,0.303658385561075,0.156475788259088,-1.06089600241105,0.244607920325217,-0.138942397732005,-0.0517537227791793,-0.0632725624649415,-0.262232835062437,-0.0248266407880402,-0.501146541375077,-0.200794566175626,-0.19742346110018,-0.495304592323174,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
"179","t23m42",23,"Health","Flow","Stata","Emp_Rate","logit","dichotomous","Yes","Yes",NA,NA,NA,NA,NA,"Health",NA,"Other","Other","w1996","w2006","Other",0.04578,0.0123967120182218,0.00023297480548587,0.024558697540691,"Other","Other",NA,"Reject","orig13","Mid","Mid","Mid","Mid","Low","Net Migration","emplrate_ivC",NA,NA,NA,3,"1996 & 2006","13 Rich Democracies Only",0.012397,0.000233,0.024559,0.237464665826323,3.5,-0.170054147572553,-0.291917329561945,0.348084761666667,1115,"3",0.012397,NA,"3",NA,0.24794,0.000233,3,1057,0.012397,0.670366264622619,-0.848666733248838,-0.434544207839908,-0.615503493965988,-0.865686229913852,0.142684523564852,-0.163415650680862,-0.170486819516948,-0.0796128728424175,0.0736151741444585,-0.0976985415152887,-0.535409095503476,-0.188875453933781,-0.198571340918334,-0.495304592323174,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
"713","t62m6",62,"Scale","Stock","R","None","ols","continuous","No","No",NA,NA,NA,"OldAge",NA,"Health","Scale","Other","Other","w1996","w2006","Other",0.03314,0.00294,0.00024,0.00564,"Other","Other",NA,"Support","orig13","Low","High","High","Mid","Low","Immigrant, foreign-born",NA,NA,NA,NA,3,"1996 & 2006","13 Rich Democracies Only",0.00294,0.00024,0.00564,-0.430166462915249,5.33333333333333,0.0842739765092052,-0.0908032542429638,0.211100246,861,"3",0.00294,NA,"3",NA,0.0588,0.00024,3,1058,0.00294,-0.863135220478116,0.766567961375675,0.379689160073687,-0.138484940710166,-2.06403746730514,0.051227060320195,-0.143837048321776,0.0580123358999048,0.105505358690096,-0.495609978348703,-0.0566270961438729,-0.388569577810338,-0.167737885581786,-0.167087374751934,-0.528279213855654,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
"170","t23m34",23,"OldAge","Flow","Stata","Soc_Spending","logit","dichotomous","Yes","Yes",NA,NA,NA,"OldAge",NA,NA,NA,"Other","Other","w1996","w2006","Other",0.03996,0.00544425334924876,0.000250491708153981,0.0106380149903435,"Other","Other",NA,"Reject","orig13","Mid","Mid","Mid","Mid","Low","Net Migration",NA,"socx_ivC",NA,NA,3,"1996 & 2006","13 Rich Democracies Only",0.005444,0.00025,0.010638,0.237464665826323,3.5,-0.170054147572553,-0.291917329561945,0.348084761666667,959,"3",0.005444,NA,"3",NA,0.10888,0.00025,3,1059,0.005444,0.670366264622619,-0.848666733248838,-0.434544207839908,-0.615503493965988,-0.865686229913852,-0.324724944085868,0.120474083525871,-0.177741148478444,-0.0624887627316118,-0.506577754041248,-0.0265067008858369,-0.39346422840011,-0.19328718133389,-0.210197380577894,-0.523625929850765,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
"514","t52m12",52,"Health","Flow","Stata","None","logit","dichotomous","Yes","No",NA,NA,NA,NA,NA,"Health",NA,"Other","Other","w1996","w2006","w2016",0.03446,0.00468577146371957,0.000343331292294966,0.00902645994487736,"Other","Other",NA,"Reject","Other","Mid","High","Mid","Low","Low","Net Migration",NA,NA,NA,NA,3,"1996, 2006 & 2016","Other",0.004686,0.000343,0.009026,0.142389190085743,5.5,-0.0964760633671994,-0.325551066475158,0.33212714,930,"3",0.004686,NA,"3",NA,0.09372,0.000343,3,1060,0.004686,0.451984620975091,0.913407479068815,-0.198983427751363,-0.695278698647615,-1.0052847500605,0.104768721825729,-0.0948905424240643,-0.366637962202623,-0.432464653665756,-0.0890655665919953,-0.0157003532208598,-0.39346422840011,-0.171774413422458,-0.179400692898851,-0.587614520221647,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
"609","t59m20",59,"OldAge","Flow","R","Soc_Spending","logit","dichotomous","Yes","No",NA,NA,NA,"OldAge",NA,NA,NA,"Other","Other","w1996","w2006","w2016",0.02739,0.0031530424802599,0.000350338053362211,0.00595574690715758,"Other","Other",NA,"Reject","orig13","High","Low","Low","Mid","Low","Net Migration",NA,"socx_ivC",NA,NA,1,"1996, 2006 & 2016","13 Rich Democracies Only",0.003153,0.00035,0.005956,0.414807129214198,3,-0.304879985215001,-0.142529793780799,0.333822331666667,873,"3",0.003153,NA,"3",NA,0.06306,0.00035,3,1061,0.003153,1.07770936063634,-1.28918528632825,-0.866190122980978,-0.2611741111033,-0.990455081017405,0.34650650961395,-0.0606279882956644,0.182964596836837,0.321949657931545,-0.507831383080498,-0.0196522557231557,-0.35430702368194,-0.15969573184158,-0.164010265598055,-0.651108788291092,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
"1073","t93m1",93,"Scale","Stock","Mplus","None","ml_glm","continuous","Yes","No","Jobs","Unemp","IncDiff",NA,"House",NA,"Scale","Other","Other","w1996","w2006","w2016",0.01433,0.0024,0.00048,0.00432,"eeurope","Other",NA,"Reject","Other","Mid","Mid","Mid","Low","Mid","Immigrant, foreign-born",NA,NA,NA,NA,1,"1996, 2006 & 2016","Includes Eastern/CE Europe",0.0024,0.00048,0.00432,-0.1356830947801,3.66666666666667,-0.116036690692199,-0.40937209516019,0.453728606666667,834,"3",0.0024,NA,"3",NA,0.048,0.00048,3,1062,0.0024,-0.186727750946359,-0.701827215555697,-0.261606920622396,-0.894092161963552,0.0584943737288484,0.415328369187932,-0.129153096552462,-0.0508493844666244,-0.0963644420604842,-0.139025388318186,0.00770942472121413,-0.31514981896377,-0.175276396491066,-0.212385782964716,-0.622838545857484,1,1,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
"249","t29m26",29,"Unemp","Flow","Stata","None","logit","dichotomous","Yes","No",NA,"Unemp",NA,NA,NA,NA,NA,"Other","Other","w1996","w2006","Other",0.02994,0.00509566698615336,0.000493976655240717,0.00969560562679918,"Other","Other",NA,"Reject","orig13","Mid","Mid","High","Mid","Low","Net Migration",NA,NA,NA,NA,1,"1996 & 2006","13 Rich Democracies Only",0.005096,0.000494,0.009696,-0.221394314282198,4.5,0.0544596634266813,0.110231527784193,0.295721273333333,947,"3",0.005096,NA,"3",NA,0.10192,0.000494,3,1063,0.005096,-0.383600360292799,0.0323703729099887,0.284238416508222,0.338345538333104,-1.32376611385539,0.0793777544812363,0.0372650234997598,-0.272785318622905,-0.299103974374949,-0.34806191330084,-0.0248076464032664,-0.334728421322855,-0.140476273649873,-0.170494719213944,-0.702858150061315,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
"669","t60m24",60,"OldAge","Flow","Stata","Emp_Rate","logit","dichotomous","No","No",NA,NA,NA,"OldAge",NA,NA,NA,"Other","Other","w1996","w2006","Other",0.01535,0.00279394597556363,0.000534265531377371,0.00505362641974989,"Other","Other","mlm_any","Reject","Other","Low","Low","Low","Low","Mid","Net Migration","emplrate_ivC",NA,NA,NA,5,"1996 & 2006","Other",0.002794,0.000534,0.005054,-0.590819272097492,1,-0.232394420015492,-0.430632366517396,0.449755501666667,852,"3",0.002794,NA,"3",NA,0.05588,0.000534,3,1064,0.002794,-1.23214336114247,-3.0512594986459,-0.634127050559842,-0.944518984992002,0.0237373410097552,0.0676536101310778,-0.109574494193377,0.148353671322108,0.14232231177252,-0.125419643000244,-0.0248076464032664,-0.334728421322855,-0.140476273649873,-0.170494719213944,-0.702858150061315,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
"890","t69m7",69,"Jobs","Flow","R","None","logit","dichotomous","No","No","Jobs",NA,NA,NA,NA,NA,NA,"Other","Other","w1996","w2006","w2016",0.0162,0.00308297486958745,0.000569299336713592,0.00559840209272813,"Other","Other",NA,"Reject","orig13","Mid","Mid","High","Mid","Low","Net Migration",NA,NA,NA,NA,3,"1996, 2006 & 2016","13 Rich Democracies Only",0.003083,0.000569,0.005598,-0.132702050215664,3.66666666666667,0.0605255463707738,0.0335540770540659,0.325770172,869,"3",0.003083,NA,"3",NA,0.06166,0.000569,3,1065,0.003083,-0.179880502413579,-0.701827215555697,0.303658385561075,0.156475788259088,-1.06089600241105,0.304612818103837,-0.0214707835774944,0.266317200135496,0.239258648235801,-0.51448572170882,-0.0140012987382893,-0.334728421322855,-0.118963505738441,-0.139698031534901,-0.766846740432196,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
"982","t83m1",83,"Jobs","Stock","Stata","Soc_Spending","logit","dichotomous","Yes","No","Jobs",NA,NA,NA,NA,NA,NA,"Other","Other","w1996","w2006","w2016",0.01113,0.00264,0.00059,0.00468,"Other","Other",NA,"Reject","Other","High","Low","Low","Low","Low","Immigrant, foreign-born","emplrate_ivC","socx_ivC",NA,NA,4,"1996, 2006 & 2016","Other",0.00264,0.00059,0.00468,0.425924068695096,3,-0.294869813486708,-0.67677722443078,0.33212714,845,"3",0.00264,NA,"3",NA,0.0528,0.00059,3,1066,0.00264,1.10324418438829,-1.28918528632825,-0.834142484249914,-1.52834517332304,-1.0052847500605,0.045248077195079,-0.00678683180818091,0.0632954985490305,-0.0191997219113824,-0.105314036261568,-0.0781631019514468,-0.266203313066057,-0.131928834700305,-0.120824582864551,-0.830341008501641,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0
"844","t68m66",68,"IncDiff","Flow","Stata","Emp_Rate","ml_glm","continuous","No","No",NA,NA,"IncDiff",NA,NA,NA,NA,"Other","Other","Other","w2006","w2016",0.04264,0.0182806396244402,0.000606084832316625,0.0359551944165637,"eeurope","allavailable","mlm_any","Reject","Other","Mid","Mid","Low","Mid","High","Immigrant, foreign-born","emplrate_ivC",NA,NA,NA,3,"2006 & 2016","All Available (~26)",0.018281,0.000606,0.035955,0.268767447652523,4.33333333333333,-0.256739817522491,-0.276499916131444,0.606540343333333,1152,"3",0.018281,NA,"3",NA,0.36562,0.000606,3,1067,0.018281,0.742266540615955,-0.114469144783152,-0.712069020512589,-0.578935231710351,1.39530337605443,-0.346995764537423,0.521835431887114,0.108134937860907,0.381444771072388,-0.0794464851086838,-0.0781631019514468,-0.266203313066057,-0.131928834700305,-0.120824582864551,-0.830341008501641,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
"456","t46m16",46,"OldAge","Stock","Stata","Emp_Rate","logit","dichotomous","Yes","No",NA,NA,NA,"OldAge",NA,NA,NA,"Other","Other","w1996","w2006","w2016",0.00213,0.00172,0.00063,0.00281,"Other","Other",NA,"Reject","Other","Mid","Mid","High","Mid","Low","Non-Western Immigrant","emplrate_ivC",NA,NA,NA,3,"1996, 2006 & 2016","Other",0.00172,0.00063,0.00281,-0.155935282194149,3.66666666666667,0.0693577231381616,0.25334630218829,0.33212714,797,"3",0.00172,NA,"3",NA,0.0344,0.00063,3,1068,0.00172,-0.233245593118461,-0.701827215555697,0.331934664723212,0.6777966808128,-1.0052847500605,-0.275729108058277,0.340733360065578,0.48679642354506,0.348501916362108,-0.312483781065482,-0.0809218167651129,-0.222151457758116,-0.121960203597687,-0.126090094405253,-0.806724050072921,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
"457","t46m17",46,"House","Stock","Stata","Emp_Rate","logit","dichotomous","Yes","No",NA,NA,NA,NA,"House",NA,NA,"Other","Other","w1996","w2006","w2016",0.00591,0.00234,0.00067,0.00401,"Other","Other",NA,"Reject","Other","Mid","Mid","High","Mid","Low","Non-Western Immigrant","emplrate_ivC",NA,NA,NA,3,"1996, 2006 & 2016","Other",0.00234,0.00067,0.00401,-0.155935282194149,3.66666666666667,0.0693577231381616,0.25334630218829,0.33212714,831,"3",0.00234,NA,"3",NA,0.0468,0.00067,3,1069,0.00234,-0.233245593118461,-0.701827215555697,0.331934664723212,0.6777966808128,-1.0052847500605,0.402468531746954,-0.11936379537292,-0.0783620270088716,-0.22694387532601,-0.00382349765998802,-0.0836805315787791,-0.178099602450175,-0.11199157249507,-0.131355605945954,-0.783107091644201,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
"404","t3m10",3,"OldAge","Flow","R","None","logit","dichotomous","Yes","No",NA,NA,NA,"OldAge",NA,NA,NA,"Other","Other","w1996","w2006","w2016",0.01263,0.00367854956030321,0.000700676106724422,0.0064812539872009,"Other","Other",NA,"No test","orig13","Mid","High","Mid","Mid","Low","Net Migration",NA,NA,NA,NA,4,"1996, 2006 & 2016","13 Rich Democracies Only",0.003679,0.000701,0.006481,-0.348691545813543,5,-0.0190451932771885,0.0584849625854526,0.333822331666667,892,"3",0.003679,NA,"3",NA,0.07358,0.000701,3,1070,0.003679,-0.675993098136652,0.472888925989402,0.0489120748065926,0.215608869465395,-0.990455081017405,-0.222780625857283,-0.182994253039946,-0.0370174765601127,0.0921220292657596,-0.407388904035422,0.0358372785495806,-0.266203313066057,-0.116382713920878,-0.192970428741789,-0.783601413945638,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
"923","t72m4",72,"OldAge","Stock","Stata","None","logit","dichotomous","Yes","No",NA,NA,NA,"OldAge",NA,NA,NA,"Other","Other","w1996","w2006","Other",0.01371,0.0035,0.00072,0.00629,"Other","Other",NA,"Reject","orig13","High","High","Mid","Mid","Low","Immigrant, foreign-born",NA,NA,NA,NA,3,"1996 & 2006","13 Rich Democracies Only",0.0035,0.00072,0.00629,0.730379449397219,5.66666666666667,-0.0572294017717594,0.12475013214222,0.295721273333333,884,"3",0.0035,NA,"3",NA,0.07,0.00072,3,1071,0.0035,1.80255666152466,1.06024699676196,-0.0733349507471156,0.372781932877718,-1.32376611385539,-0.00804933706660033,0.0372650234997606,-0.00547569242002119,0.134211232993417,-0.535877042326679,0.000761849925284116,-0.344517722502397,-0.147642228458241,-0.229670254516825,-0.747446969164944,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
"264","t29m4",29,"OldAge","Stock","Stata","None","logit","dichotomous","Yes","No",NA,NA,NA,"OldAge",NA,NA,NA,"Other","Other","w1996","w2006","Other",0.01591,0.00393,0.00073,0.00712,"Other","Other",NA,"Support","orig13","Mid","Mid","High","Mid","Low","Immigrant, foreign-born",NA,NA,NA,NA,1,"1996 & 2006","13 Rich Democracies Only",0.00393,0.00073,0.00712,-0.221394314282198,4.5,0.0544596634266813,0.110231527784193,0.295721273333333,906,"3",0.00393,NA,"3",NA,0.0786,0.00073,3,1072,0.00393,-0.383600360292799,0.0323703729099887,0.284238416508222,0.338345538333104,-1.32376611385539,-0.438468427157021,-0.491357240195536,-0.44195257300382,-0.362382771349767,-0.260221087177173,-0.0145704258687875,-0.300465867194456,-0.135137776720436,-0.212295515165605,-0.785538301999636,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
"204","t27m7",27,"Jobs","Flow","Stata","None","logit","dichotomous","Yes","No","Jobs",NA,NA,NA,NA,NA,NA,"Other","Other","w1996","w2006","Other",0.01807,0.00477510766732693,0.000816287664333951,0.00873392767031991,"eeurope","allavailable",NA,"Reject","Other",NA,"High",NA,NA,"Mid","Net Migration",NA,NA,NA,NA,4,"1996 & 2006","All Available (~26)",0.004775,0.000816,0.008734,NA,6,NA,NA,0.390973921666667,932,"3",0.004775,NA,"3",NA,0.0955,0.000816,3,1073,0.004775,0,1.35392603214823,0,0,-0.490488509890236,0.17712172299783,-0.114469144783149,-0.343000567358915,-0.430637510664532,-0.0248096141543187,0.00820473140003037,-0.349412373092168,-0.137672135870856,-0.20246349086663,-0.752100253169833,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
"163","t23m28",23,"OldAge","Flow","Stata","None","logit","dichotomous","Yes","Yes",NA,NA,NA,"OldAge",NA,NA,NA,"Other","Other","w1996","w2006","Other",0.02207,0.00568598660606868,0.000816287664333951,0.0105556855478034,"Other","Other",NA,"Reject","orig13","Mid","Mid","Mid","Mid","Low","Net Migration",NA,NA,NA,NA,3,"1996 & 2006","13 Rich Democracies Only",0.005686,0.000816,0.010556,0.237464665826323,3.5,-0.170054147572553,-0.291917329561945,0.348084761666667,969,"3",0.005686,NA,"3",NA,0.11372,0.000816,3,1074,0.005686,0.670366264622619,-0.848666733248838,-0.434544207839908,-0.615503493965988,-0.865686229913852,-0.0961145556885639,0.00300246937136123,-0.225802828136959,-0.124846214140119,-0.473537776589518,-0.0968838147361402,-0.2759926142456,-0.146600936992049,-0.171276724049364,-0.756259214873285,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
"453","t46m13",46,"Jobs","Stock","Stata","Emp_Rate","logit","dichotomous","Yes","No","Jobs",NA,NA,NA,NA,NA,NA,"Other","Other","w1996","w2006","w2016",0.00431,0.00274,0.00086,0.00462,"Other","Other",NA,"Reject","Other","Mid","Mid","High","Mid","Low","Non-Western Immigrant","emplrate_ivC",NA,NA,NA,3,"1996, 2006 & 2016","Other",0.00274,0.00086,0.00462,-0.155935282194149,3.66666666666667,0.0693577231381616,0.25334630218829,0.33212714,848,"3",0.00274,NA,"3",NA,0.0548,0.00086,3,1075,0.00274,-0.233245593118461,-0.701827215555697,0.331934664723212,0.6777966808128,-1.0052847500605,0.0422691571641654,0.00300246937136177,0.193864223306331,0.0750156747033481,-0.0389679088355282,-0.0915393635014434,-0.2759926142456,-0.135006358070509,-0.153277327177527,-0.756259214873285,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
"405","t3m11",3,"House","Flow","R","None","logit","dichotomous","Yes","No",NA,NA,NA,NA,"House",NA,NA,"Other","Other","w1996","w2006","w2016",0.01384,0.00472956372038984,0.000875845133405527,0.00840811328069306,"Other","Other",NA,"No test","orig13","Mid","High","Mid","Mid","Low","Net Migration",NA,NA,NA,NA,4,"1996, 2006 & 2016","13 Rich Democracies Only",0.00473,0.000876,0.008408,-0.348691545813543,5,-0.0190451932771885,0.0584849625854526,0.333822331666667,931,"3",0.00473,NA,"3",NA,0.0946,0.000876,3,1076,0.00473,-0.675993098136652,0.472888925989402,0.0489120748065926,0.215608869465395,-0.990455081017405,0.212253943828344,-0.143837048321777,-0.366959988170519,-0.462432478407835,-0.00954028468960066,-0.119370361403078,-0.261308662476286,-0.100337656142618,-0.130948622018643,-0.70323245825732,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
